UUID;OBJEKTART;OBJEKTKLASSE_TLM;KUNSTBAUTE;NAME_UUID;NAME;STATUS;SPRACHCODE;NAMEN_TYP;NAMENGRUPPE_UUID;E;N;Z
{2AD25C40-6A48-42B3-AFD7-32F847F421F3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{89A9F895-3F87-44E5-9AC8-DD46E9F43ED7};Kronbergbobbahn;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2742853;1242402;906
{0C5E9401-2ACD-4EEF-9552-29B5B2C0DA08};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{7145E5A6-16CE-4727-BDF1-335454459F58};Schanzen Kollersweid, Walter Steiner Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2744951;1228987;1066
{B5D96C27-B87F-49B9-93EB-B31210196A4E};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{CF8E106D-2FC7-4CA1-8814-397BF057E162};Alpe Foppa;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2712287;1108024;1565
{CEDAEB24-6A36-4CD3-9C08-54FEAB047CF1};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{2D623C22-FDCD-4800-BFEC-2EDC03C2D5ED};Sommer-Schlittelbahn Schatzalp;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2781338;1186202;1889
{566B0913-171C-44BC-8616-9173DAE3F668};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{3DCF0331-876A-4E7C-BEA0-49C62CD2EAF7};Rodelbahn Pradaschier;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2759568;1183366;1493
{E62B05B5-E57E-4E85-B2D3-F449B622E0CA};Bobbahn;TLM_SPORTBAUTE_LIN;k_W;{65AAD4E9-139D-4D86-989A-9A1D38EB5CC5};Olympia Bob Run St.Moritz-Celerina;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2785204;1153213;1780
{1D42D1D6-96D7-498D-A367-D4D39907F130};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BAC75E27-48D0-4B0F-81FF-222021ADA439};Sommer-Rodelbahn Schwarzsee;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2588742;1168587;1093
{A340BE1D-9C36-4207-87CF-F090C1C9F267};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{B75B4163-D56F-42F5-8F02-1A00F8CA80DA};Bob-Luge de Moléson;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2569015;1156777;1146
{DC35CFFB-FD27-45F1-96F1-9BD31E8CCB8D};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{0ABE6D2A-FA8B-47F6-8897-AC3E2E5DE90A};Rodelbahn Rellerli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2586509;1150964;1807
{40C13EF3-FC4D-4603-87EC-4191E9BE883E};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{DA2DAF39-1A12-4C7C-914F-9B5B5AB93B3C};Rodelbahn Oeschinensee;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2619783;1150157;1684
{1B1824CC-561E-4618-8EE1-FE2C7B30CFB0};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BDC099C5-F2E6-4C4C-8F50-1C5927D20320};Toboggan à la Vue-des-Alpes;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2556787;1213562;1287
{4C7B5033-4830-4277-BD34-2567D94F7F2F};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{00813D4F-59B8-44B7-B2B1-A2252F44C7FC};Solarbob Langenbruck;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2624936;1243846;721
{FFC44A04-D8AB-49A6-BDB7-902C93F851A6};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{07278379-B231-4117-8962-1243A6AA297B};Sommer-Bob-Bahn Rischli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2643952;1186540;1155
{BE80451A-9B12-49E3-97F0-D698AC0977C2};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{BB8BDD58-14F6-4443-940E-9E026A939F83};Sommerrodelbahn Ristis;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2674072;1187344;1615
{71CDD57F-D99A-411C-93C8-602959C14311};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{6B8EFFF5-BDF0-4B7C-B2D8-59F6098D1E6B};Sommerrodelbahn Stuckli Run;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2692083;1213583;1163
{4A4FC905-6B49-464F-9565-B90D31F50A5E};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{C792DF54-CFF3-450A-9E6D-F06BECD444DB};Schrattenschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2635168;1188703;931
{A32E511E-9AC8-4D98-960A-65664E0071F1};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{8DB8C276-3984-4D4A-AE50-553336F5E308};Rodelbahn Heimwehfluh;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2631608;1169539;614
{CCE096A6-D6DB-4457-927C-2CC384DF76D2};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{E8C77DCD-4C4E-4082-9552-04A09665A12E};Bachtelblick-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2711954;1241210;801
{44ADAAB0-2B64-4E02-99D2-73C624AFB7CF};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{2A99137E-8A86-4F6B-A82A-26279377BAE5};Grosse Panoramaschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2711868;1240985;776
{573F3D59-F66A-47CF-9973-64978134CA8D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{DE63A888-EE68-456D-93FA-2539650951AC};Kleine Panoramaschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2711862;1240984;775
{E54CFCAC-DA9F-4F33-8E03-32BF351737A3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{F29097CC-50B4-4A42-98B2-B14EE2C245F7};Atzmännig;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2718184;1238206;895
{5120852F-F3D3-4DBD-B1F7-3414DE489778};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{401AED1F-0CEA-46CD-B38E-D2C9A8B2D283};BobBahn Schongi-Land;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2663315;1235444;724
{F6E3B2A8-8BD6-4F56-8A16-C5294C603AD3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{B9042F46-8947-427A-9BD0-0616AA94BEC5};Sommer-Rodelbahn Fräkmüntegg;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2662020;1204651;1361
{214910E6-92C8-4A37-BF31-5AD6B5930838};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{0157B740-AAB0-4762-B3A6-277935F295B5};Schanzen Einsiedeln, Andreas Küttel-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2698567;1221438;951
{21AC1F26-B63E-4821-A5E0-EB44EC46D436};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{09E16302-31FD-4B0D-BB4A-C42FC915667D};Schanzen Einsiedeln, Simon Ammann-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2698568;1221405;931
{F594DB1F-907A-464B-8296-E66DEB258E3D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{02E04DC2-0457-478D-931F-A2F011BB0FE4};Schanzen Einsiedeln, Große KPT-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2698594;1221383;913
{CB6F67AE-86DF-48B0-9172-E3DCF110AF31};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{4AF94FEC-9763-40EB-B2ED-D7AEA6B9A071};Schanzen Einsiedeln, Kleine KPT-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2698676;1221461;901
{337BF7DE-4100-4F10-8C31-B60B61495E1C};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{63350861-4E5A-4ED2-A80B-73E9E771ECEF};Sommer-Rodelbahn Wirzweli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2670812;1196264;1224
{0BD4B689-E0C1-4CD9-9243-5B51EAB51FFB};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{AF0AEA4E-2857-4617-8507-F812D26F5FDF};Floomzer;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2739387;1216840;1498
{713099D6-7EDF-4251-A804-2EAAE040AA10};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{4368F835-C5CC-4477-8305-1FD7AEF3F4FC};Schanzen Kollersweid, Kleine Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2744949;1228994;1064
{8B59D00B-9A62-412B-A1E4-90060864A203};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{6E0B6832-025F-4DAD-96A5-1EA896C5F9B8};Schanzen Kollersweid, Bubenschanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2744947;1229007;1058
{A4613937-E90A-44FA-84CB-76063A8E0113};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{15903928-2451-4F87-A060-3E2C1A4DFF1C};Rodelbahn Pfingstegg;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2647434;1163168;1371
{49703066-7963-4264-B5B1-112D787D4B0D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{886292ED-A369-49D5-A6C1-520EB96EA821};Nordic Arena Kandersteg, Bire-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2618653;1150640;1204
{22150C99-5E93-40D3-8521-B13E84DA8742};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{830A2E76-48D6-47F6-8A15-C13C47B08767};Nordic Arena Kandersteg, Lötschberg-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2618749;1150584;1253
{B212814E-FFCC-4911-9CE1-D4690DFD747D};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{523F5560-59EE-4084-91EA-1A949831EEB0};Nordic Arena Kandersteg, Blümlisalp-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2618709;1150568;1233
{193A4AC8-5D36-4C0E-ACC6-B7661A995FD3};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{65C38836-0D85-485A-8A13-53CE67AB389F};Gurten;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2600302;1196506;820
{420F0DDB-08EA-4FD3-A0B3-785BE81E0456};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{DDB30E05-81A2-4382-9EA7-BDC8D1D1C65D};Tremplin en la Tré;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2578165;1132401;1201
{ACB59B60-3880-4635-ADAF-8204EEE8C44E};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{EBE30C09-17E1-4F97-A6A0-97BF7023DFC5};Luge Féeline;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2532192;1193084;808
{FCE35096-DCC5-4092-A641-9FB5A855FAB6};Skisprungschanze;TLM_SPORTBAUTE_LIN;k_W;{341DF0A5-7010-4FA9-B156-6E940D04CE89};Gross-Titlis-Schanze;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2673678;1185272;1091
{A1C73AFB-F1A6-4BDA-94EF-6CD3E12E48D5};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{204DB580-CE19-4D1D-91CE-3E059566021E};Feeblitz;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2637944;1106052;1829
{A0B9AF8E-AB2E-491E-94BC-CEBDCCC7A3B2};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{EC9AED4D-F931-49CA-AD7A-BA902FDD1602};Alpine Coaster;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2582148;1130684;2857
{AC3C6469-091E-48F8-B7F2-5937F3B50BC8};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{EC9AED4D-F931-49CA-AD7A-BA902FDD1602};Alpine Coaster;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2582024;1130632;2914
{757D722D-2C59-4F19-9D4F-930D782C3C39};Rodelbahn;TLM_SPORTBAUTE_LIN;k_W;{D3C142E0-C081-44CF-A5E9-77D5D83B9013};Bosco Gurin;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2679274;1129848;1935
{F5C92E06-6910-44D6-BABC-A0097DF33E48};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EE0426A0-9F03-4094-86CB-035C6579F5B5};Wilebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2670626;1251075;429
{5D7891D8-0C39-484D-AF0F-2769B698421D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EE0426A0-9F03-4094-86CB-035C6579F5B5};Wilebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2670842;1250583;475
{FD0DBD17-54D4-4889-AB78-1BAD55071B88};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EE0426A0-9F03-4094-86CB-035C6579F5B5};Wilebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2670483;1251710;411
{FBE6AFA4-58A3-4F46-8AAF-CDCD9ABAB7E5};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DF0B05EE-FF56-42F4-A0B8-FF7C833E8269};Bunderbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2617732;1155344;972
{846407DE-FEAE-472F-9E0A-BF8497D000FB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A61A0125-3413-4997-BB15-8A24D9C11B76};Schlaatemerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2678812;1289524;474
{B3CCE6F4-F6AC-45D8-9E7E-3D46260B9A89};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5D8E7C1A-13E1-4477-ACB7-BA9B49E1ED91};Zuckerlibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2590335;1170969;1263
{1D97CD15-6FED-486B-96AD-6B72627DFE86};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8F33B3F2-8020-4845-A343-78D96CC069BB};Tannenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2665187;1180407;1931
{D38E2497-5674-454B-999A-5D67499EE84D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{02C14FEB-90B8-4273-99DC-B43A5BAD8A2E};Rain digl Lai;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2761483;1174886;1256
{70E17B6F-A50B-4111-B8C0-8160F691EFDB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{02C14FEB-90B8-4273-99DC-B43A5BAD8A2E};Rain digl Lai;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2760369;1178782;1667
{1EEF643B-5FA5-43E3-8FB1-1E8D37E35A92};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{02C14FEB-90B8-4273-99DC-B43A5BAD8A2E};Rain digl Lai;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2761512;1178523;1483
{CE2B7ED6-BF21-4FF3-B2A4-79EDB1832410};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{1863AF69-0461-454A-B208-BEE55E1888CF};Ri di Sciresca;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2691742;1146972;1638
{B8B3581C-F4B1-4E2F-B889-4BE07211BF55};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F85B57B6-321E-4849-8972-1E477251923C};Le Ticle;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2592653;1245726;415
{00E718F9-E3D1-47F1-8710-D2C0C3B66485};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B1A88A19-B3D0-43BB-B882-56DA54D2216D};Littenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2765171;1255753;400
{875ABE3E-ECD0-471A-AF45-049A7EFC8451};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B1A88A19-B3D0-43BB-B882-56DA54D2216D};Littenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2763465;1254743;440
{FDD151A2-3B30-45CA-A0CC-9367385154F3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F3A209C5-AC38-419C-8060-7698D9C3452C};Ovel da Cangiroulas;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2786322;1151417;1937
{5E805C92-8E0D-4519-B9F1-2043C9E11F8B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0E6C84D6-3902-4430-A69E-7FF79B66AC29};Meiggersuon;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2626796;1124282;1729
{6DA8D989-4FE6-4BAB-8F52-503B14EFCDF3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{770C65D9-A5BD-429E-9F25-529FD9BC5966};Bineri;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2630228;1114568;1675
{479B1774-EBC9-4FB4-BD53-0053005AD661};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{666A6842-0A28-4EE4-9C39-9D6C0A3A06BC};La Taouna;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2573020;1153990;769
{56544DDF-0E71-4DFD-9DFC-AAC3673796E2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8ACD7866-2BFA-47F2-8F7C-7EEA9F41C200};Ruisseau du Tro du Ru;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2572281;1169671;721
{FBDBC8CF-B178-4056-ADFF-A82399764938};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E8CA18B5-B43F-4640-A2E5-7A2B0E88AD27};Riale della Iametta;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2710383;1132899;1449
{5AD4A91D-6D88-42C7-9359-BE0EA9CA291B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D5538E04-EE40-4D47-9722-6747A10D6A41};Refentalbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2652263;1243460;475
{8C8DFED4-95C6-4457-A48B-2C51954B0340};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3B6C4A5B-1679-4CF4-86F2-AD48DF32F029};Glasbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2597808;1202292;498
{667B86A4-5D76-4CCD-8867-43E318685458};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{992B5A0A-4CA7-4343-ACE1-5C9D65DB53B5};Waldbrunnen;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2604865;1247345;641
{EAD1796D-0457-4DFA-92FA-9650C5007D16};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C70354F2-3F93-46F3-9EBA-3E21AB6BA7DA};La Grande Eau;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2568487;1131377;629
{3A1D0864-284A-44C4-889B-CDA4462808FA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C70354F2-3F93-46F3-9EBA-3E21AB6BA7DA};La Grande Eau;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2578598;1132831;1166
{4A31F9AC-EA1F-4647-8655-32722C887CB0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{050250E6-5298-4ADF-8C09-F04510518BD3};Rottenschwiler Kanal;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2669696;1241739;377
{AF14F0E2-E0B7-4D48-9C45-54174919F16E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3B9807B5-9D62-4063-A6BB-2D30CEEB75E1};Torrent du Barmé;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2616954;1107609;2562
{D6A61E4D-FE17-4E42-B8AB-BF771FF1F4C6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{91B93AB9-5F26-4ABA-BDEC-3FA456CE5484};Wildhauser Thur;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2745393;1228872;1096
{6C42CB5D-0457-439A-9489-F80BE846B5D6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{91B93AB9-5F26-4ABA-BDEC-3FA456CE5484};Wildhauser Thur;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2743259;1229275;965
{6FA1010B-C860-4D30-A4F5-8557871AA78E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{01D61CC0-F3A3-47EA-AA8C-D2BCCA676574};Fildrich;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2604267;1160136;1122
{59D4ED19-37AD-4247-ABC3-13E3D68BBB29};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4113E77D-CCF0-4E67-AFD4-FE028C801B10};Ruisseau de la Grande Age;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2531753;1180319;504
{C0CAA915-4EC9-41BD-B5C2-38D4F6AA9CDF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2902A7AA-D54A-4BA4-B9D5-8EFAC1DC70CC};Alpler Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2693192;1199240;1389
{C0B638FD-81C3-4038-B4CB-84B857B729E6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D46FF468-D7DE-4712-BBD8-ADA5716F38FE};Ovel da Lagrev;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2777305;1148405;2402
{BA2168A5-035F-4C69-A5DC-589B6313A1C4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EEE86EB2-FE75-4E0F-81C7-237BA60074D5};Guggigletscherbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2639613;1157142;1755
{33A751CD-D17A-49C1-B4AF-6090CCECF1D6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EEE86EB2-FE75-4E0F-81C7-237BA60074D5};Guggigletscherbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2639618;1157172;1754
{C06EEFCA-B3D1-4811-B308-6517CF942E45};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EEE86EB2-FE75-4E0F-81C7-237BA60074D5};Guggigletscherbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2640229;1157052;2195
{54581F7C-12C6-48CE-81FB-BB4A2CE81A36};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EEE86EB2-FE75-4E0F-81C7-237BA60074D5};Guggigletscherbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2639205;1157133;1602
{47876469-0553-42E3-B667-A766318008D7};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A7CBDCC6-BF14-40AB-81FB-A25A37E900AB};Ruisseau des Bélenets;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2576881;1168503;1068
{2D8A2481-EE4E-40BD-830C-1FE7CD51812A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{9C76A4AB-B646-46B6-AE54-5582491315BF};Wasserbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2633210;1175258;1138
{5C07090C-99B7-44FB-8C3E-13AB6D3EDDA8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{FF848B19-1711-4828-9888-047C09905759};Ruisseau des Vaunaises;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2562389;1143292;920
{6F7B1FB3-EA95-4350-8FC0-916214D560F7};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{735586AB-BD77-4938-939F-D3850DC97F67};Sulzmattbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2691528;1220513;938
{84E899BE-0252-4A7B-A862-0977123C0466};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{222DD08C-8E95-47A7-B9CA-844985EE7612};Schmittnerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2767655;1205537;616
{C3D76EB1-1EF3-4056-892C-092431D155E3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{222DD08C-8E95-47A7-B9CA-844985EE7612};Schmittnerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2770655;1174222;1402
{1C2824B2-DDA9-4F20-9BEC-AD704E1B8060};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{98EE509D-905A-444C-B564-5A09A5AE7B41};Vilterser-Wangser-Kanal;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2752922;1212724;478
{68A5ADF7-C7E8-4C8A-A119-2F310F016D60};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{63E570D0-FEDB-405C-A336-E7D8FC72E6BD};Ruisseau d'Ependes;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2536581;1177424;442
{FB898633-846C-4AFD-BFB7-1F71D51A9738};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{CE5BB715-195C-4DC4-8241-35B32BCDD376};Rüwlisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2596279;1148525;1447
{5EA7FD37-0139-4EF9-984F-EFEBBE7B3926};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DC4BA0D4-6F2F-467C-9FB9-62685E804E6F};Wilmisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2635683;1210000;846
{31B03E90-B63A-4E51-A2D7-BEFFB9A8738D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{FDDF65A5-3D9B-41C5-9D30-52900527FD26};Guspisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2687986;1160033;2141
{4BBA1612-7329-42A2-8D57-1C30F0D729F4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{CCC56CC8-3020-42CA-BEF7-E2A395E41BCE};Fiume d'Orsàira;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2710109;1158254;2283
{36E7C764-5A33-45A1-B53C-0E26123DFEDB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{1441EA10-B978-42F1-BE11-48AF83B3A3F5};Inner Cunscharuolbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2782366;1195366;1231
{7DD1234E-0958-4C46-A947-449029F03C57};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{84DDBAFD-6FEC-46B8-99B9-C0BBC0CD32C8};Le Petit Flon;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2537508;1155161;595
