UUID;OBJEKTART;OBJEKTKLASSE_TLM;KUNSTBAUTE;NAME_UUID;NAME;STATUS;SPRACHCODE;NAMEN_TYP;NAMENGRUPPE_UUID;E;N;Z
{916B4AE6-C9FA-4A16-8E00-91DFC92C40B8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{995AA411-92D1-4E32-BDA7-B12F760B92BD};Springeri;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2631388;1121374;1764
{0D5319D0-441B-421D-985F-E8CDDA7F25CE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{06D15B48-4875-4587-B6CA-69E13B4ABA86};Chessilochbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2615799;1245785;775
{22B590AA-2A6F-4AB7-B60A-E2FF7615E435};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DB8E3E5B-845E-4D8B-933A-7C52A92D947F};Kohlerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2663193;1205111;1087
{548C81F4-DF9A-45E7-B484-9B1B03B0D8E9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6A2D8B37-17EA-430F-BC5F-7C8B18DD9A70};Wiissenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2664684;1165013;2090
{11601FAD-EC33-48FB-91DE-E053D9D555D4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22B47640-61D4-42F3-9CC8-83506D0ED50F};Il Rom;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2827719;1165546;1388
{05B66231-68E8-4861-8E2E-434B80679CC2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22B47640-61D4-42F3-9CC8-83506D0ED50F};Il Rom;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2822152;1167811;1659
{4119BEFD-338C-43FC-BF81-C6D865AE9A3B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{478BD6D6-E612-44EF-BF2F-3BA34C29C612};Choltalbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2686279;1197740;730
{9101A3B2-9FCD-4F04-94F8-D1B59E46135C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{478BD6D6-E612-44EF-BF2F-3BA34C29C612};Choltalbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2682467;1200581;839
{72E405C1-27B7-46CE-B9B4-65FB2A464D5D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6906F03F-AC0E-4E3F-9168-2B6082F65432};Tüüffebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2678372;1283253;422
{7A79881E-0F02-47EF-8C1D-F255B667ECBE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{47ACF5F8-914E-4BF7-93E1-7192FC664453};Rüedisch Tällibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2786118;1180999;2248
{79F1C3B5-1156-4C40-A869-8EB41E4FDB22};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F3CD1BAD-CC5B-4F74-95EE-06F3B9547A96};Sulzibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2628773;1179853;1204
{FB5837C5-8382-4B4D-9062-185A11A63D83};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4A4353DF-7668-4357-A80B-44F1412CA92A};Gfellbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2705946;1282833;473
{3A7907BC-1719-4674-947B-3A5C060FE158};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DDA363E7-19EE-41AD-B695-DE5A0846E4DC};Ruisseau de la Peleuve;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2570802;1156433;1189
{B2F741B2-141F-4D32-B60B-9F019E8CF418};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2F7AC46A-C344-4E05-A6AD-2888CE3BC671};Tufflischbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2787340;1187275;1964
{24D54B94-A863-4D76-B1BE-4C7F35C70C32};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{03ACD836-82A1-48AF-A848-7B18D0DD423F};Ijentaler Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2731068;1230204;1069
{A120A5CF-DBD1-4AD3-A241-1A9EF76F95DF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{9C649797-A3AA-490E-B837-81B737696EAC};Innere Dorfbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2682787;1205475;477
{A749E54E-EF97-4639-AB85-5D30C7B881DD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2E3B146E-E8D3-4F28-8A15-0387FD4F24FB};Seckebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2665648;1264266;419
{9E071399-D72F-440D-ADC8-9B2F4F38B47C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{53ED8E42-DA4B-48F3-80D1-2F9B2FC2CE80};Stoosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2694347;1203750;1169
{87FB29EC-38B6-41B7-96D4-B61A2244B870};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{9782C1E8-5873-45B4-A5BA-F041453E2330};Düdingerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2580654;1188946;556
{5431770F-C036-4634-9342-48D7AE789A3D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{77E34B26-DC5B-43E8-83B7-47DF39E14C91};Riale di Rierna;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2712378;1133183;881
{E2326C69-E6D2-4D4B-B725-218516C0DA56};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{77E34B26-DC5B-43E8-83B7-47DF39E14C91};Riale di Rierna;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2714384;1135951;316
{2F78570A-0339-43BC-9583-9F4211C84FD9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{77E34B26-DC5B-43E8-83B7-47DF39E14C91};Riale di Rierna;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2714228;1135262;606
{B076E86B-CDD6-4F2C-A94C-C29425BFC5F4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2A19FA92-FEEA-4F92-9D41-5151670FA6F4};Sännenriedbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2707038;1215393;1055
{51352F59-A2D8-4568-8A6D-676DC67C5777};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2690390;1259658;508
{B69D9C51-EA1D-4B21-AD45-989BF34A8753};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2713763;1251492;707
{1E14D097-3ACF-4C63-9065-C311782331AA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2615305;1222768;470
{BFC3C8F4-CEF6-4F99-B490-654D59F39926};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2655606;1228928;676
{DAFC16FD-C71B-44CC-9B2B-A93DBE603273};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2583762;1178488;794
{7E264D62-21D2-461F-9BA0-71C7AEE7D7FE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2624947;1218277;653
{52FC9A03-0981-4EB9-B901-C944B2964C1B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2669258;1223052;496
{130EE702-F579-4DFB-B48C-9F1BBB4CE3E2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2602777;1210213;549
{73C9B2C0-8AED-472B-9478-47DE2CA98A7C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2625110;1233834;425
{354C9023-7A90-43F8-AC5B-8FC4925F21AD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2596988;1225975;433
{C7C459E8-DF75-443A-8AA7-B01BF76215AB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2594965;1153638;1212
{89D7C517-654B-46E9-A011-4D707C8E2965};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0D0F7EE3-3541-43D5-97D6-ADF46F58F878};Moosbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2754486;1254416;826
{27FEE62C-C63E-4F15-8FE2-5B9B0F9A1D4D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{BCAF08F4-15E6-4EEF-B19C-8D635CA266CC};Uelisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2727665;1239324;811
{7567E60A-6EC8-4D8F-B460-1CF8DD4F06FB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C9EE4034-B2AF-495C-96D4-687986190EEA};Gotthardreuss;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2686343;1161265;1647
{E5795CCF-C203-48C1-B10B-1FFF229AF3B3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C9EE4034-B2AF-495C-96D4-687986190EEA};Gotthardreuss;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2683570;1156316;2225
{338186B3-7A68-4071-A35F-0FF3093D0AD0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C9EE4034-B2AF-495C-96D4-687986190EEA};Gotthardreuss;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2685768;1157775;1990
{4B643157-73C8-4308-AA35-D8C667B5FAAE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{443322F0-5BC0-4454-B4C2-C464D0E01F34};Gärsteri;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2636104;1122656;1587
{BB25CB98-92AB-4D60-B9C0-09A807B8AFEF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{443322F0-5BC0-4454-B4C2-C464D0E01F34};Gärsteri;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2636006;1122310;1538
{2010B40A-2AF6-4DEB-994B-BE5CE2F1440E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{443322F0-5BC0-4454-B4C2-C464D0E01F34};Gärsteri;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2636743;1122437;1740
{C1EFC01D-87E5-4C40-9F78-7B85CDCF8EE2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6883B3D3-3F4E-4D96-A8C2-2254E16AD59B};Saaser Vispa;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2637821;1110442;1515
{2AA1F572-8073-462A-8C93-725222A9AA72};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6883B3D3-3F4E-4D96-A8C2-2254E16AD59B};Saaser Vispa;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2641362;1095472;2433
{E0DE5E50-F8D5-42AC-B04F-DA76B9450545};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2A56A385-552F-4A66-B90D-F06866B16565};Ruisseau de la Maladère;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2576664;1163316;954
{52F385AE-C7BC-4BDD-BA62-A7EF97F9226F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{78C9B76F-434C-4D94-95AA-AC02F10816C7};Dossenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2680423;1209822;1404
{A027DAEB-3CED-4950-9EF9-EAC06042F91A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{70490C6D-1A08-4D85-A014-9E850E12F13E};Röstitobelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2743649;1258617;614
{A60C6808-D9C5-46EF-B40C-A0740564B104};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E6F73A84-45D2-42A4-B379-E1F17FE0F380};Steingraben;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2624859;1239599;444
{86EF7B51-ED6F-45E8-91F3-CA5884EA453B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5D21B8FE-4163-4215-970B-1D847F0610AF};Dyure du Crêt;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2592121;1097853;2421
{B7C6F6DD-22A8-4F98-A841-B3036A82103F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4C32783F-E221-473C-8B59-C9ACE502DD6F};Sidelenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2675659;1159980;2425
{A1FE770E-08BE-46D7-8253-9D27CFF734A9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{49AACDF3-243B-4C82-923E-36008A0E7CE3};Schurtebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2713302;1254253;623
{121EAD53-F385-4DCA-B1C2-173871E989D1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EE59C88D-D38C-4D81-995A-C0060D97DFE4};Zeiherbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2648099;1259140;425
{468B8F92-4C4E-4B53-BE05-A860209CB3C8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{61034DEE-56A7-4998-AC3E-F8044E1C2FE2};Feschilju;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2618921;1132589;1820
{792585FA-AFDC-40FD-ADDD-4DF43069501B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EBB32A6C-E963-4A5B-97C3-60F98D2D43F5};La Torne;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2508369;1147855;736
{3422BB04-FC9C-490F-82F0-A32ABE47384D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{63693E32-DC0F-426D-80A2-C586BC2B375A};Bisse des Fontany;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2594725;1125045;1112
{D28144A9-558B-43BF-B66C-331F445AB802};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E1A662E1-51EB-4D1E-9224-F3701B5DA300};Chatzbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2613772;1201796;714
{726E29BD-A0EF-49CF-8FA2-2EED928DBAEA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{18295B09-D8CF-4DC0-B57E-BE53E2D8CB09};Ruisseau du Chervi;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2570763;1160935;738
{0DDFA5B7-639D-48CD-BAC3-C7CE30BE0E75};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{54A900CB-F339-4BCF-8259-7179BD2BEF34};Wildbachkanal;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2715210;1228020;406
{B4487FEA-0E01-4C90-B458-740B21AC9558};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5A9E6640-268B-4EB5-8844-91F2C98C6B00};Klön;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2714024;1209079;852
{84DEB231-D1E6-480B-870B-A7B61FDE8196};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{757CE002-FDF4-4EEE-989E-357071F40008};Chärstelenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2704923;1184931;1640
{0519E7D0-71BC-4016-939A-03590EFBD0AB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{757CE002-FDF4-4EEE-989E-357071F40008};Chärstelenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2699849;1180984;1117
{040721FB-1C4B-4F63-B51D-FD06EEB223ED};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{32D31A9A-9E74-492B-8286-E32699C6F48F};Chenwasser;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2653916;1142481;1242
{5F6EC1DE-D699-4D6F-BB74-C7B3177DCE6C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{32D31A9A-9E74-492B-8286-E32699C6F48F};Chenwasser;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2654607;1141293;1170
{511DAC4A-445B-40B6-8A79-7FA4C3DA309C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{84F18C10-8A76-4C23-8CF2-0413E709692A};Wysswasser;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2653808;1142094;1144
{F600D01F-E25F-4909-B799-910D71329C2B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D3F7C18F-7BFA-460A-982F-29CEB98C697E};La Drize;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2499813;1113852;406
{2AB48903-5501-402E-95D6-AD116A963FB9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0F3223B6-EEA8-425F-B27C-768888241C7C};Mittla;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2632327;1129754;1095
{D87F0BBA-C1EB-4A1E-BD96-287FE5EB663E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{01672D02-0F6D-474A-A0B0-BCCAE9464D17};Spittlisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2664974;1227344;530
{3BAF5F89-2E9B-4B76-9C86-CBEF5A632266};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C495491A-1AC7-4015-A020-01BB2C0B688F};Blinne;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2662638;1146118;1376
{EE4C39B5-69B3-4BC1-B11A-87584175FC7D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C495491A-1AC7-4015-A020-01BB2C0B688F};Blinne;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2664209;1143020;1818
{098762A9-608F-43AF-8577-D67F84CF394F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{15CE8AF4-2E73-4C7F-9CF4-C661DE0C84ED};La Venoge;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2529973;1162203;424
{E5B057F3-9457-49AD-808B-D608F16FD039};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{15CE8AF4-2E73-4C7F-9CF4-C661DE0C84ED};La Venoge;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2520482;1163653;698
{53FA9FE8-4906-4A5D-BB98-6CD6765678D8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C2010ADA-B0CC-4641-B555-EB9E63C3C44B};Rubibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2676350;1212085;736
{FFCADBC8-B50E-4E2C-8ADA-D6AB8BFEAD41};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{1D4967BE-51CE-4761-B53A-3391C1161F7F};Ruisseau du Geny;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2507814;1147176;731
{3C516FD3-97B0-4D54-85E4-43888730A294};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5AFA39CB-244D-4D89-86DC-147E2A165A63};Dambach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2633502;1259506;474
{2CE72B6F-A369-45F0-943B-1A5CD76BDB37};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{54F877E8-276E-40AF-9C26-C1639A771F31};Oberes Fliehwasser;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2639540;1108891;2097
{ED793802-7710-4699-B376-AAD754A55176};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{54F877E8-276E-40AF-9C26-C1639A771F31};Oberes Fliehwasser;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2638876;1107953;1676
{97B61FC4-16E3-4734-8422-649D1C0B20BE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{54F877E8-276E-40AF-9C26-C1639A771F31};Oberes Fliehwasser;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2639616;1108858;2125
{C43266B9-F1AA-48A9-A67B-DAF714AA8008};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A173B4C6-D044-422A-981B-5CCBEB1CFD1F};Rohr;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2621676;1185056;917
{15C7EB45-BC15-40A4-9889-E19DEE2C0D30};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DF47929C-4862-497C-B1B8-4969D02C756A};La Morges;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2524700;1154369;481
{31B3A602-6680-4282-9886-12A67DEEF73E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{742FF227-7EC4-4038-B762-5AC9D8DB3048};Sevelerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2753589;1219646;878
{56414D76-CE76-4029-AF0A-56F1527F57AA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{742FF227-7EC4-4038-B762-5AC9D8DB3048};Sevelerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2755643;1221738;454
{1D71B981-DB95-49A9-8689-6738CC3D64CB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{233C58A6-9A31-4CB5-9641-DC9757373A08};Rychenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2656896;1173885;814
{63D36476-CBCC-49F8-B911-2DCD5451DFF2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{233C58A6-9A31-4CB5-9641-DC9757373A08};Rychenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2654855;1170239;1321
{38692990-5B21-4FE0-A643-73E20DBFC90A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{233C58A6-9A31-4CB5-9641-DC9757373A08};Rychenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2651787;1167504;1673
{B466468C-C4F9-4103-A464-3D826158D0A5};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{233C58A6-9A31-4CB5-9641-DC9757373A08};Rychenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2656795;1173711;965
{CAD7914D-AD59-40D6-AEEF-F4C82AE52B26};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{233C58A6-9A31-4CB5-9641-DC9757373A08};Rychenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2656962;1174367;657
{EF9431CD-E17A-44A6-8F08-D4F8A1C570C0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{233C58A6-9A31-4CB5-9641-DC9757373A08};Rychenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2652147;1168122;1603
{5864A793-E9B4-4147-91CE-823854B00633};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3B0D3A56-4C24-412F-A7FC-5334F1C30B70};Arnibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2692943;1181086;994
{563D0018-5A7E-4227-A6F3-4D7B2C003323};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3B0D3A56-4C24-412F-A7FC-5334F1C30B70};Arnibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2670308;1185865;1265
{4255C2D3-04BF-4218-B401-83746847DE6F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6311F7C7-D3A7-4007-AC38-A3724B79B733};Kirchbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2743539;1243991;949
{22C3E9B9-74A0-4CA9-B6C4-55F91230569C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{19F4F932-A388-411D-82FA-87FD2DE729CE};Le Macheret;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2543212;1153110;746
{5070D382-C9F5-49F1-A12F-1E9AEA8210FC};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6285B6C4-A159-47A9-8F48-361888796F7F};Torrent de Pinsec;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2609178;1118140;1765
{E8F004BD-E6C4-41A9-B62E-38B180188FBF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EBC8078D-B0D8-4D2C-90F7-D591D2C64F69};Rià di Arvigo;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2728253;1129234;1148
{F79EBB21-28F1-4AD2-815B-80A5F97244BA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7F988A7B-0FF9-4A4C-BB35-C06AC2A415C1};Gousmattebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2586609;1176250;872
{9296859E-9170-4237-A7CF-AE9BBCDD1C0F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{11ED0B4C-B6DA-4B23-A50C-B6CAA1B66C90};Ri del Bech;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2734517;1143954;1603
{A8C8E6E7-26EB-4590-956A-2FD0EAAB1D6A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E738B4F2-BCF5-4246-962A-2E3A1A7ECD67};Rüedigrabebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2582343;1176758;752
{0B89234C-3CB2-490A-A3E1-F7954953C0AF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E8C688BE-8135-4C8A-A41B-D72EE0ADAE81};Ursebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2625802;1221385;563
{CC1C5C2A-489B-4341-B79D-650ADA32CC50};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{FFCFC1AE-2FCE-4234-A14F-8D7695BB2AEF};Valünerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2761986;1220047;1283
